TweetID,date,positiveScore,neutralScore,negativeScore,sentimentType,location,keyword,unigram,tweet
0059,28/9/2020,0.000754516,0.074697058,0.924548426,negative,Johor Bahru,sedih,"korang', 'pernah', 'tak', 'buat', 'diri', 'korang', 'sedih', 'sakit', 'hati', 'korang', 'sendiri', 'yang', 'buat', 'Why', 'not', 'korang', 'duduk', 'dalam', 'bilik', 'diam', 'diam', 'then', 'relax', 'kan', 'diri', 'korang', 'lepastu', 'minta', 'maaf', 'pada', 'diri', 'sendiri', 'minta', 'maaf', 'sebab', 'selalu', 'menyakiti', 'diri', 'sendiri', 'kesian', 'diri', 'sendiri', 'delalu', 'sedih', 'je'",korang pernah tak buat diri korang sedih sakit hati korang sendiri yang buat why not korang duduk dalam bilik diam diam then relax kan diri korang lepastu minta maaf pada diri sendiri minta maaf sebab selalu menyakiti diri sendiri kesian diri sendiri selalu sedih je
0060,28/9/2020,0.00061606,0.060989989,0.938393951,negative,Johor Bahru,bunuh diri,"haritu', 'ada', 'dah', '2', '3', 'orang', 'member', 'aku', 'plan', 'nak', 'bunuh', 'diri', 'sebab', 'pkp', 'sorang', 'tu', 'siap', 'tanya', 'aku', 'kat', 'mana', 'ayat', 'quran', 'yg', 'cakap', 'bunuh', 'diri', 'tu', 'masuk', 'neraka', 'sampai', 'bila', 'ni', 'kalau', 'jadi', 'lagi', 'skali', 'memang', 'betul', 'bunuh', 'diri', 'member', 'aku', 'tu'",haritu ada dah 2 3 orang member aku plan nak bunuh diri sebab pkp sorang tu siap tanya aku kat mana ayat quran yg cakap bunuh diri tu masuk neraka sampai bila ni kalau jadi lagi skali memang betul bunuh diri member aku tu
0061,25/9/2020,0.006401342,0.633732829,0.35986583,neutral,Johor Bahru,bunuh diri,"yang', 'bunuh', 'diri', 'paradigm', 'tu', 'cikgu', 'kawan', 'nina', 'rupanya'",yang bunuh diri paradigm tu cikgu kawan nina rupanya
0062,24/9/2020,0.00628163,0.62188133,0.371837041,neutral,Johor Bahru,kecewa,"jiwa', 'ku', 'resah', 'apakah', 'kesudahan', 'kecewa', 'atau', 'pun', 'bahagia', 'ku', 'yakin', 'kan', 'diri', 'demi', 'rindu', 'ku', 'siti', 'nurhaliza', 'bidadari, 'kiriman', 'tuhan'",jiwa ku resah apakah kesudahan kecewa atau pun bahagia ku yakin kan diri demi rindu ku siti nurhaliza bidadarikirimantuhan
0063,22/9/2020,0.008088861,0.80079726,0.191113879,neutral,Johor Bahru,#KitaJagaKita,"peringatan', 'untuk', 'diri', 'sendiri', 'kita', 'jaga, 'kita'",peringatan untuk diri sendiri kita jaga kita
0064,19/9/2020,0.007775465,0.769771025,0.22245351,neutral,Johor Bahru,bunuh diri,"fxrahamirah', 'tektik', 'bunuh', 'diri', 'hummmm'",fxrahamirah tektik bunuh diri hummmm
0065,19/9/2020,0.000885124,0.087627314,0.911487562,negative,Johor Bahru,sedih,"sedih', 'rasa', 'semua', 'dah', 'ada', 'kawan', 'so', 'tinggal', 'aku', 'je', 'seorang', 'diri'",sedih rasa semua dah ada kawan so tinggal aku je seorang diri
0066,17/9/2020,0.003710346,0.367324287,0.628965366,negative,Johor Bahru,bunuh diri,"wei', 'mama', 'cite', 'td', 'dlm', 'kete', 'ade', 'orang', 'bunuh', 'diri', 'kt', 'jambatan', 'permas', 'again', 'demmmmm'",wei mama cite td dlm kete ade orang bunuh diri kt jambatan permas again demmmmm
0067,16/9/2020,0.000506396,0.050133215,0.949360389,negative,Johor Bahru,sedih,"anyway', 'tadi', 'ada', 'sorang', 'ni', 'tanya', 'kalau', 'kau', 'mati', 'kau', 'tknk', 'org', 'dtg', 'ke', 'yeap', 'fuckin', 'move', 'on', 'with', 'your', 'life', 'jangan', 'acah', 'acah', 'sedih', 'fuck', 'that', 'dont', 'fucking', 'give', 'up', 'org', 'yg', 'dh', 'tkda', 'mmg', 'tkkan', 'ada', 'jangan', 'acah', 'acah', 'simpati', 'baik', 'kau', 'perbaiki', 'diri', 'dari', 'meratap', 'aku', 'yang', 'dah', 'mati'",anyway tadi ada sorang ni tanya kalau kau mati kau tknk org dtg ke yeap fuckin move on with your life jangan acah acah sedih fuck that dont fucking give up org yg dh tkda mmg tkkan ada jangan acah acah simpati baik kau perbaiki diri dari meratap aku yang dah mati
0068,14/9/2020,0.000713487,0.070635197,0.928651316,negative,Johor Bahru,sedih,"sedih', 'bila', 'dgr', 'kes', 'kawan', 'baik', 'sendiri', 'kahwin', '9', 'tahun', 'selama', 'aku', 'kenal', 'laki', 'dia', 'adalah', 'jenis', 'yang', 'kuat', 'cemburu', 'alih', 'alih', 'laki', 'dia', 'yang', 'main', 'kayu', 'tiga', 'dengan', 'perempuan', 'lain', 'last', 'sekali', 'cerai', 'itu', 'lagi', 'bagus', 'dari', 'diri', 'tersiksa', 'takut'",sedih bila dgr kes kawan baik sendiri kahwin 9 tahun selama aku kenal laki dia adalah jenis yang kuat cemburu alih alih laki dia yang main kayu tiga dengan perempuan lain last sekali cerai itu lagi bagus dari diri tersiksa takut
0069,13/9/2020,0.006822698,0.675447137,0.317730164,neutral,Johor Bahru,bunuh diri,"cikwawa', 'hassan', 'cuba', 'bunuh', 'diri'",cikwawa hassan cuba bunuh diri
0070,13/9/2020,0.001230159,0.121785766,0.876984074,negative,Johor Bahru,bunuh diri,"bunuh diri', 'jela', 'kalau', 'hidup', 'asyik', 'nak', 'puaskan', 'hidup', 'orang', 'lain', 'jeh', 'aku', 'ni', 'terkial', 'nak', 'hadap', 'orang', 'sana', 'nak', 'hadap', 'orang', 'sini'",bunuh diri jela kalau hidup asyik nak puaskan hidup orang lain jeh aku ni terkial nak hadap orang sana nak hadap orang sini
0071,11/9/2020,0.000254988,0.025243828,0.974501184,negative,Johor Bahru,bunuh diri,"kitorang', 'ade', 'masalah', 'family', 'yg', 'tak', 'dapat', 'nak', 'di', 'elak', 'kan', 'and', 'nyaris2', 'kitorang', 'tak', 'jadi', 'kawen', 'kalau', 'ikot', 'kan', 'time', 'tu', 'dah', 'redho', 'dah', 'konon', 'nya', 'takde', 'jodoh', 'sampai', 'satu', 'tahap', 'nak', 'bunuh', 'diri', 'sbb', 'depress', 'sangat', 'tak', 'sanggup', 'dah', 'sbb', 'dugaan', 'terlampau', 'banyak'",kitorang ade masalah family yg tak dapat nak di elak kan and nyaris2 kitorang tak jadi kawen kalau ikot kan time tu dah redho dah konon nya takde jodoh sampai satu tahap nak bunuh diri sbb depress sangat tak sanggup dah sbb dugaan terlampau banyak
0072,10/9/2020,0.000762369,0.075474539,0.923763092,negative,Johor Bahru,marah,"macam', 'mana', 'nak', 'menahan', 'diri', 'drpd', 'nak', 'marah', 'adik', 'aku', 'ni'",macam mana nak menahan diri drpd nak marah adik aku ni
0073,10/9/2020,0.003516962,0.348179214,0.648303824,negative,Johor Bahru,kecewa,"tiba2', 'rasa', 'kecewa', 'dengan', 'diri', 'sendiri', 'sebab', 'kecik2', 'suka', 'pisahkan', 'anak', 'ayam', 'dgn', 'ibu', 'dia'",tiba2 rasa kecewa dengan diri sendiri sebab kecik2 suka pisahkan anak ayam dgn ibu dia
0074,10/9/2020,0.004999976,0.494997665,0.500002358,negative,Johor Bahru,kecewa,"aku', 'tercari', 'cari', 'dimana', 'diri', 'aku', 'yang', 'dahulu', 'yang', 'sering', 'gembira', 'dan', 'tidak', 'kenal', 'erti', 'kecewa', 'kembalilah', 'diriku', 'yang', 'dulu', 'aku', 'amat', 'merindukannya'",aku tercari cari dimana diri aku yang dahulu yang sering gembira dan tidak kenal erti kecewa kembalilah diriku yang dulu aku amat merindukannya 
0075,9/9/2020,0.000514197,0.050905519,0.948580283,negative,Johor Bahru,bunuh diri,"mesuthzrl', 'bila', 'ekonomi', 'down', 'akan', 'makin', 'ramai', 'orang', 'mabuk', 'merata', 'rata', 'dan', 'kes', 'bunuh', 'diri', 'pun', 'meningkat', 'kena', 'jaga', 'diri', 'kita', 'jangan', 'kita', 'jadi', 'mangsa'",mesuthzrl bila ekonomi down akan makin ramai orang mabuk merata rata dan kes bunuh diri pun meningkat kena jaga diri kita jangan kita jadi mangsa
0076,8/9/2020,0.000697469,0.069049462,0.930253069,negative,Johor Bahru,bunuh diri,"masih', 'takda', 'kekuatan', 'untuk', 'tengok', 'video', 'yg', 'bunuh', 'diri', 'time', 'live', 'tu', 'baca', 'komen', 'pun', 'dah', 'ngeri'",masih takda kekuatan untuk tengok video yg bunuh diri time live tu baca komen pun dah ngeri
0077,8/9/2020,0.000729227,0.072193451,0.927077322,negative,Johor Bahru,bunuh diri,"taknak', 'tengok', 'video', 'lelaki', 'yg', 'buat', 'live', 'bunuh', 'diri', 'tu', 'tapi', 'haritu', 'pernah', 'tertengok', 'vid', 'kat', 'mexico', 'rasanya', 'budak', 'tu', 'kena', 'sembelih', 'dgn', 'geng', 'kartel', 'kot', 'dahlah', 'pisau', 'tu', 'mcm', 'tumpul', 'dia', 'sembelih', 'byk', 'kali', 'kepala', 'budak', 'tu'",taknak tengok video lelaki yg buat live bunuh diri tu tapi haritu pernah tertengok vid kat mexico rasanya budak tu kena sembelih dgn geng kartel kot dahlah pisau tu mcm tumpul dia sembelih byk kali kepala budak tu
0078,8/9/2020,0.000852405,0.084388114,0.914759481,negative,Johor Bahru,bunuh diri,"tertengok', 'video', 'org', 'bunuh', 'diri'",tertengok video org bunuh diri
0079,7/9/2020,0.006367725,0.630404728,0.363227547,neutral,Johor Bahru,bunuh diri,"wehhh', 'aku', 'tengok', 'video', 'lelaki', 'bunuh', 'diri', 'kat', 'fb', 'live', 'tuuu', 'semudah', 'itu', 'he', 'pulled', 'the', 'trigger', 'omg'",wehhh aku tengok video lelaki bunuh diri kat fb live tuuu semudah itu he pulled the trigger omg
0080,7/9/2020,0.000472263,0.046754004,0.952773733,negative,Johor Bahru,sedih,"teringat', 'masa', 'sekolah', 'dulu', 'rasa', 'sedih', 'sebab', 'kene', 'palau', 'ngan', 'budak2', 'yang', 'rasa', 'dieorg', 'hots', 'tahap', 'api', 'neraka', 'sebab', 'aku', 'tak', 'cantik', 'but', 'then', 'ade', 'seorang', 'kawan', 'ni', 'pesan', 'kat', 'aku', 'jangan', 'paksa', 'diri', 'kita', 'kawan', 'dengan', 'orang', 'yang', 'tak', 'nak', 'kawan', 'dengan', 'kita', 'sia', 'sia', 'thank', 'you', 'fifi'",teringat masa sekolah dulu rasa sedih sebab kene palau ngan budak2 yang rasa dieorg hots tahap api neraka sebab aku tak cantik but then ade seorang kawan ni pesan kat aku jangan paksa diri kita kawan dengan orang yang tak nak kawan dengan kita sia sia thank you fifi
0081,6/9/2020,0.001421673,0.140745655,0.857832671,negative,Johor Bahru,marah,"pastu', 'marah', 'diri', 'sendiri', 'haha'",pastu marah diri sendiri haha
0082,4/9/2020,0.003194621,0.316267503,0.680537876,negative,Johor Bahru,marah,"aku', 'dulu', 'kuat', 'marah', 'jgk', 'kalau', 'mmber', 'amik', 'gambar', 'tak', 'cantik', 'tapi', 'akhirnya', 'aku', 'sedar', 'diri', 'jgk', 'betul', 'laa', 'brader', 'ni', 'cakap'",aku dulu kuat marah jgk kalau mmber amik gambar tak cantik tapi akhirnya aku sedar diri jgk betul laa brader ni cakap
0083,4/9/2020,0.004181462,0.413964779,0.581853759,negative,Johor Bahru,kecewa,"someone', 'share', 'my', 'shared', 'post', 'on', 'facebook', 'about', 'kifarah', 'jangan', 'kecewakan', 'orang', 'and', 'so', 'on', 'which', 'is', 'clearly', 'she', 'is', 'one', 'of', 'yang', 'wujudkan', 'rasa', 'kecewa', 'dalam', 'diri', 'aku', 'and', 'i', 'was', 'like', 'eh', 'kena', 'kifarah', 'dah', 'ke', 'emosi'",someone share my shared post on facebook about kifarah jangan kecewakan orang and so on which is clearly she is one of yang wujudkan rasa kecewa dalam diri aku and i was like eh kena kifarah dah ke emosi
0084,31/8/2020,0.006962593,0.689296672,0.303740735,neutral,Johor Bahru,#KitaJagaKita,"healthtips', 'kita jaga kita', 'masih', 'ada', 'kes', 'kan', 'sekarang', 'jadi', 'jangan', 'lalai', 'dan', 'jagalah', 'diri', 'anda', 'dan', 'keluarga', 'mari', 'bersama', '-', 'sama', 'kita', 'tamatkan', 'rantaian', 'penyakit', 'ini', 'segera', 'dah', 'tak', 'larat', 'nak', 'pakai', 'mask', 'dah'",healthtips kita jaga kita masih ada kes kan sekarang jadi jangan lalai dan jagalah diri anda dan keluarga mari bersamasama kita tamatkan rantaian penyakit ini segera dah tak larat nak pakai mask dah
0085,27/8/2020,0.003285304,0.325245097,0.671469599,negative,Johor Bahru,bunuh diri,"aku', 'xtahu', 'la', 'aku', 'nk', 'percaya', 'ur', 'tweet', 'over', 'nk', 'bunuh', 'diri', 'tu', 'just', 'for', 'attention', 'ke', 'or', 'mmg', 'betul2', 'sbb', 'aku', 'kenal', 'kau', 'dari', 'form', '3', 'kau', 'mmg', 'sejenis', 'attention', 'seeker', 'anything', 'for', 'popularity'",aku xtahu la aku nk percaya ur tweet over nk bunuh diri tu just for attention ke or mmg betul2 sbb aku kenal kau dari form 3 kau mmg sejenis attention seeker anything for popularity
0086,25/8/2020,0.001169101,0.115740981,0.883089918,negative,Johor Bahru,marah,"paling', 'puas', 'hati', 'cuci', 'kereta', 'sendiri', 'kalau', 'tak', 'kena', 'kat', 'mata', 'takkan', 'nak', 'marah', 'diri', 'sendiri', 'kan', 'tu', 'meroyan', 'namanya', 'hshshshahah'",paling puas hati cuci kereta sendiri kalau tak kena kat mata takkan nak marah diri sendiri kan tu meroyan namanya hshshshahah
0087,24/8/2020,0.001589477,0.157358212,0.841052311,negative,Johor Bahru,kecewa,"maaf', 'aku', 'terlalu', 'percaya', 'tapi', 'selalu', 'berakhir', 'kecewa', 'kini', 'aku', 'hanya', 'percaya', 'diri', 'sendiri', 'bukan', 'lagi', 'pada', 'manusia', 'yang', 'selalu', 'iri'",maaf aku terlalu percaya tapi selalu berakhir kecewa kini aku hanya percaya diri sendiri bukan lagi pada manusia yang selalu iri
0088,23/8/2020,0.005334863,0.528151455,0.466513682,neutral,Johor Bahru,sedih,"ya', 'allah', 'jika', 'kesedihan', 'ini', 'dapat', 'mendekatkan', 'diri', 'ku', 'kepada', 'mu', 'maka', 'hadirkanlah', 'rasa', 'sedih', 'ini', 'dengan', 'cara', 'yg', 'terbaik', 'buatku', 'agar', 'aku', 'sentiasa', 'beristighfar', 'mengenang', 'dosa', 'ku', 'kepada', 'mu', 'amin'",ya allah jika kesedihan ini dapat mendekatkan diri ku kepada mu maka hadirkanlah rasa sedih ini dengan cara yg terbaik buatku agar aku sentiasa beristighfar mengenang dosa ku kepada mu amin
0089,20/8/2020,0.002585178,0.255932631,0.741482191,negative,Johor Bahru,bunuh diri,"bayern', 'menang', 'aku', 'bunuh', 'diri'",bayern menang aku bunuh diri
0090,16/8/2020,0.000102476,0.010145107,0.989752418,negative,Johor Bahru,bunuh diri,"nak', 'gain', 'attention', 'sampai', 'sanggup', 'kelar', 'tangan', 'and', 'bila', 'orang', 'dah', 'kecam', 'sampai', 'kau', 'bunuh', 'diri', 'ni', 'sebab', 'dalam', 'diri', 'tu', 'i', 'have', 'depression', 'and', 'i', 'should', 'get', 'attention', 'from', 'socmed', 'malas', 'nak', 'explain', 'benda', 'logic', 'akal', 'tapi', 'kalau', 'tak', 'buat', 'benda', 'bodoh', 'ni', 'bukan', 'manusialah', 'dia'",nak gain attention sampai sanggup kelar tangan and bila orang dah kecam sampai kau bunuh diri ni sebab dalam diri tu i have depression and i should get attention from socmed malas nak explain benda logic akal tapi kalau tak buat benda bodoh ni bukan manusialah dia
0091,16/8/2020,0.001397406,0.138343241,0.860259353,negative,Johor Bahru,bunuh diri,"artis', 'korea', 'is', 'on', 'another', 'level', 'diorang', 'record', 'lepastu', 'terus', 'bunuh', 'diri'",artis korea is on another level diorang record lepastu terus bunuh diri
0092,14/8/2020,0.000857996,0.084941592,0.914200412,negative,Johor Bahru,kecewa,"lama', 'kot', 'aku', 'tahan', 'diri', 'nak', 'hiking', 'tu', 'tautau', 'dia', 'pi', 'dgn', 'kawan', 'dia', 'tu', 'pun', 'aku', 'tau', 'dari', 'umi', 'sumpah', 'aku', 'kecewa', 'gila', 'tahap', 'cipan', 'dah', 'ni', 'adik', 'sendiri', 'pun', 'buat', 'kita', 'rasa', 'mcm', 'ni'",lama kot aku tahan diri nak hiking tu tautau dia pi dgn kawan dia tu pun aku tau dari umi sumpah aku kecewa gila tahap cipan dah ni adik sendiri pun buat kita rasa mcm ni
0093,12/8/2020,0.0009086,0.08995138,0.90914002,negative,Johor Bahru,sedih,"sampaikan', 'dulu', 'dia', 'asyik', 'rasa', 'rendah', 'diri', 'je', 'arghhh', 'asal', 'aku', 'teringat', 'plak', 'ni', 'sedih', 'siak'",sampaikan dulu dia asyik rasa rendah diri je arghhh asal aku teringat plak ni sedih siak
0094,11/8/2020,0.001790565,0.177265925,0.82094351,negative,Johor Bahru,sedih,"sedih', 'bile', 'dgr', 'org', 'yg', 'kite', 'sayang', 'buat', 'diri', 'kite', 'rasa', 'mcm', 'kite', 'akan', 'menghilangkan', 'dia', 'org', 'yg', 'sayangkan', 'kite', 'takkan', 'pernah', 'buat', 'kite', 'rasa', 'gitu'",sedih bile dgr org yg kite sayang buat diri kite rasa mcm kite akan menghilangkan dia org yg sayangkan kite takkan pernah buat kite rasa gitu
0095,7/8/2020,0.001572981,0.155725076,0.842701944,negative,Johor Bahru,sedih,"aku', 'tak', 'suka', 'kalau', 'orang', 'compare', compare', 'ni', 'tak', 'kira', 'la', 'dengan', 'sesiapa', 'pun', 'aku', 'taknak', 'adik2', 'aku', 'sedih', 'and', 'rasa', 'diri', 'dorang', 'tak', 'pandai', 'walhal', 'dorang', 'pandai', 'tau', 'aku', 'suka', 'tgk', 'study', 'journey', 'dorang', 'efforts', 'study', 'lain', 'drpd', 'aku', 'aku', 'ni', 'biasa', 'je', 'pun', 'dgn', 'last', 'min', 'yg', 'tak', 'boleh', 'brain'",aku tak suka kalau orang compare compare ni tak kira la dengan sesiapa pun aku taknak adik2 aku sedih and rasa diri dorang tak pandai walhal dorang pandai tau aku suka tgk study journey dorang efforts study lain drpd aku aku ni biasa je pun dgn last min yg tak boleh brain
0096,6/8/2020,0.000112525,0.011139949,0.988747527,negative,Johor Bahru,marah,"wansyazwanaa', 'tak', 'nampak', 'mana', 'satu', 'gurauan', 'dia', 'haih', 'diri', 'sendiri', 'sengaja', 'tweet', 'bodoh', 'macam', 'tu', 'pastu', 'nak', 'marah', 'bila', 'orang', 'bitter'",wansyazwanaa tak nampak mana satu gurauan dia haih diri sendiri sengaja tweet bodoh macam tu pastu nak marah bila orang bitter
0097,3/8/2020,0.001203947,0.119190761,0.879605292,negative,Johor Bahru,kecewa,"jangan', 'terlalu', 'menaruh', 'hati', 'nnt', 'kecewa', 'diri'",jangan terlalu menaruh hati nnt kecewa diri
0098,3/8/2020,0.000467066,0.046239551,0.953293382,negative,Johor Bahru,bunuh diri,"kes', 'bunuh', 'diri'",kes bunuh diri
0099,2/8/2020,0.002827452,0.279917723,0.717254825,negative,Johor Bahru,bunuh diri,"bila', 'ekonomi', 'tak', 'cun', 'kes', 'bunuh', 'diri', 'makin', 'meningkat'",bila ekonomi tak cun kes bunuh diri makin meningkat
0100,1/8/2020,0.001308674,0.129558681,0.869132646,negative,Johor Bahru,#KitaJagaKita,"kerajaan', 'telah', 'mewajibkan', 'pemakaian', 'pelitup', 'muka', 'di', 'tempat', 'awam', 'mulai', '1', 'ogos', '2020', 'denda', 'rm', '1000', 'bakal', 'dikenakan', 'kepada', 'yang', 'ingkar', 'dengan', 'arahan', 'ini', 'sama2', 'kita', 'lindungi', 'diri', 'dan', 'keluarga', 'pelitup', 'muka', 'mampu', 'mengurangkan', 'risiko', 'jangkitan', 'covid19', 'kita', 'jaga', 'kita'",kerajaan telah mewajibkan pemakaian pelitup muka di tempat awam mulai 1 ogos 2020 denda rm 1000 bakal dikenakan kepada yang ingkar dengan arahan ini sama2 kita lindungi diri dan keluarga pelitup muka mampu mengurangkan risiko jangkitan covid19 kita jaga kita
0101,29/7/2020,0.003375129,0.334137733,0.662487139,negative,Johor Bahru,#COVID19,"guys', 'owner', 'kedai', 'nasi', 'kandar', 'ni', 'anak', 'dia', '4', 'pekerja', 'asing', 'positif', 'covid19', 'lepas', '2nd', 'test', 'kepada', 'bekas', 'pelanggan', 'tolonglah', 'sedar', 'diri', 'pergi', 'buat', 'test', 'jangan', 'susahkan', 'orang', 'lain', 'sampai', 'pkp', 'dikuatkuasa', 'semula', 'kluster', 'sivagangga', 'semakin', 'merebak', 'merbahaya'",guys owner kedai nasi kandar ni anak dia 4 pekerja asing positif covid19 lepas 2nd test kepada bekas pelanggan tolonglah sedar diri pergi buat test jangan susahkan orang lain sampai pkp dikuatkuasa semula kluster sivagangga semakin merebak merbahaya
0102,25/7/2020,0.005001735,0.49517175,0.499826515,negative,Johor Bahru,kecewa,"dah', 'rasa', 'kecewa', 'yang', 'amat', 'ni', 'alang2', 'kita', 'treat', 'diri', 'sendiri', 'dengan', 'makanan', 'tak', 'perlu', 'fikir', 'keduniaan', 'yang', 'maha', 'perit', 'ni', 'hahaha'",dah rasa kecewa yang amat ni alang2 kita treat diri sendiri dengan makanan tak perlu fikir keduniaan yang maha perit ni hahaha
0103,22/7/2020,0.002446159,0.242169697,0.755384145,negative,Johor Bahru,bunuh diri,"ni', 'budak', 'yang', 'bombakan', 'selamat', 'orang', 'bunuh', 'diri'",ni budak yang bombakan selamat orang bunuh diri
0104,21/7/2020,0.162988028,0.828641852,0.00837012,neutral,Johor Bahru,bunuh diri,"ellysharozario1', 'andiyusallim', 'jamesroy', 'iman', 'ni', 'dikuatkan', 'untuk', 'tindakan', 'yg', 'diambil', 'andai', 'iman', 'tu', 'kuat', 'berfikir', 'panjang', 'dan', 'bnyak', 'muhasabah', 'diri', 'dia', 'akan', 'pergi', 'jumpa', 'pakar', 'dan', 'bukan', 'ambik', 'langkah', 'mudah', 'untuk', 'bunuh', 'diri'",ellysharozario1 andiyusallim jamesroy iman ni dikuatkan untuk tindakan yg diambil andai iman tu kuat berfikir panjang dan bnyak muhasabah diri dia akan pergi jumpa pakar dan bukan ambik langkah mudah untuk bunuh diri
0105,20/7/2020,0.02878878,0.961499108,0.009712112,neutral,Johor Bahru,bunuh diri,"chemassitah', 'takpe', 'sabar', 'i', 'know', 'ni', 'bukan', 'masalah', 'kuat', 'ke', 'tak', 'kuat', 'kita', 'je', 'tahu', 'apa', 'kita', 'rasa', 'i', 'pernah', 'jumpah', 'yg', '4', 'kali', 'cuba', 'bunuh', 'diri', 'mereka', 'cuma', 'has', 'reached', 'their',",chemassitah takpe sabar i know ni bukan masalah kuat ke tak kuat kita je tahu apa kita rasa i pernah jumpah yg 4 kali cuba bunuh diri mereka cuma has reached their limits terus kuatkan diri ramai lagi yg masih tunggu dan sayang kita kat dunia ni so be happy
0106,20/7/2020,0.005402551,0.534852544,0.459744905,neutral,Johor Bahru,#KitaJagaKita,"misamuddinisa', 'ya', 'jangan', 'bagi', 'muka', 'kita', 'jaga', 'kita', 'tapi', 'kalau', 'ada', 'orang', 'yang', 'perangai', 'pentingkan', 'diri', 'tak', 'jadi', 'apa', 'juga', 'kerajaan', 'kena', 'tegas'",misamuddinisa ya jangan bagi muka kita jaga kita tapi kalau ada orang yang perangai pentingkan diri tak jadi apa juga kerajaan kena tegas
0107,20/7/2020,0.002276548,0.225378265,0.772345187,negative,Johor Bahru,sedih,"semalam', 'masa', 'aku', 'lepak', 'tunggu', 'sunset', 'ada', '2', 'orang', 'brother', 'ni', 'duduk', 'dekat', 'boleh', 'dengar', 'lah', 'dorang', 'sembang', 'cerita', 'pasal', 'life', 'nak', 'kawen', 'semua', 'masalah', 'masing', 'just', 'nice', 'lah', 'that', 'kind', 'of', 'friendship', 'member', 'macam', 'ni', 'lah', 'kalau', 'sorang', 'pergi', 'rasa', 'diri', 'ni', 'lost', 'and', 'sedih', 'gila2'",semalam masa aku lepak tunggu sunset ada 2 orang brother ni duduk dekat boleh dengar lah dorang sembang cerita pasal life nak kawen semua masalah masing just nice lah that kind of friendship member macam ni lah kalau sorang pergi rasa diri ni lost and sedih gila2
